id,original_name,generated_name,authors,year,name,journal
5190,Explicit knowledge use,Explicit Knowledge Use,"UDAY R. KULKARNI, SURY RAVINDRAN, RONALD FREEZE",2007,A Knowledge Management Success Model: Theoretical Development and Empirical Validation,Journal of Management Information Systems
5191,Perceived usefulness of knowledge sharing,Perceived Usefulness of Knowledge Sharing,"UDAY R. KULKARNI, SURY RAVINDRAN, RONALD FREEZE",2007,A Knowledge Management Success Model: Theoretical Development and Empirical Validation,Journal of Management Information Systems
5192,User satisfaction,User Satisfaction,"UDAY R. KULKARNI, SURY RAVINDRAN, RONALD FREEZE",2007,A Knowledge Management Success Model: Theoretical Development and Empirical Validation,Journal of Management Information Systems
5193,Knowledge content quality,Knowledge Content Quality,"UDAY R. KULKARNI, SURY RAVINDRAN, RONALD FREEZE",2007,A Knowledge Management Success Model: Theoretical Development and Empirical Validation,Journal of Management Information Systems
5194,KM system,Knowledge Management system,"UDAY R. KULKARNI, SURY RAVINDRAN, RONALD FREEZE",2007,A Knowledge Management Success Model: Theoretical Development and Empirical Validation,Journal of Management Information Systems
5195,KM system quality,Knowledge Management System Quality,"UDAY R. KULKARNI, SURY RAVINDRAN, RONALD FREEZE",2007,A Knowledge Management Success Model: Theoretical Development and Empirical Validation,Journal of Management Information Systems
5196,Organizational support: Supervisor,Organizational Support Supervisor,"UDAY R. KULKARNI, SURY RAVINDRAN, RONALD FREEZE",2007,A Knowledge Management Success Model: Theoretical Development and Empirical Validation,Journal of Management Information Systems
5197,Organizational support: Coworker,Organizational Support Coworker,"UDAY R. KULKARNI, SURY RAVINDRAN, RONALD FREEZE",2007,A Knowledge Management Success Model: Theoretical Development and Empirical Validation,Journal of Management Information Systems
5198,Organizational support: Leadership,Organizational Support Leadership,"UDAY R. KULKARNI, SURY RAVINDRAN, RONALD FREEZE",2007,A Knowledge Management Success Model: Theoretical Development and Empirical Validation,Journal of Management Information Systems
5199,Organizational support: Incentive,Incentive refers to formal appraisal and recognition of [truncated],"UDAY R. KULKARNI, SURY RAVINDRAN, RONALD FREEZE",2007,A Knowledge Management Success Model: Theoretical Development and Empirical Validation,Journal of Management Information Systems
5200,e-profile Use,Electronic profile use,"Jaime Windeler, Likoebe M. Maruping, Lionel P. Robert, Cynthia K. Riemenschneider",2015,"E-profiles, Conflict, and Shared Understanding in Distributed Teams",Journal of the Association for Information Systems
5201,Relational Conflict,Relational Conflict,"Jaime Windeler, Likoebe M. Maruping, Lionel P. Robert, Cynthia K. Riemenschneider",2015,"E-profiles, Conflict, and Shared Understanding in Distributed Teams",Journal of the Association for Information Systems
5202,Task Conflict,Task Conflict,"Jaime Windeler, Likoebe M. Maruping, Lionel P. Robert, Cynthia K. Riemenschneider",2015,"E-profiles, Conflict, and Shared Understanding in Distributed Teams",Journal of the Association for Information Systems
5203,Shared Understanding,Shared Understanding,"Jaime Windeler, Likoebe M. Maruping, Lionel P. Robert, Cynthia K. Riemenschneider",2015,"E-profiles, Conflict, and Shared Understanding in Distributed Teams",Journal of the Association for Information Systems
5204,Team Effectiveness,Team Effectiveness,"Jaime Windeler, Likoebe M. Maruping, Lionel P. Robert, Cynthia K. Riemenschneider",2015,"E-profiles, Conflict, and Shared Understanding in Distributed Teams",Journal of the Association for Information Systems
5205,Public service,Belief in Public Service,"Michael Dinger, Jason B Thatcher, Darren Treadway, Lee Stepina, Jacob Breland",2015,Does Professionalism Matter in the IT Workforce? An Empirical Examination of IT Professionals,Journal of the Association for Information Systems
5206,Self-regulation,Self-regulation,"Michael Dinger, Jason B Thatcher, Darren Treadway, Lee Stepina, Jacob Breland",2015,Does Professionalism Matter in the IT Workforce? An Empirical Examination of IT Professionals,Journal of the Association for Information Systems
5207,Sense of calling,Sense of Calling to the Profession,"Michael Dinger, Jason B Thatcher, Darren Treadway, Lee Stepina, Jacob Breland",2015,Does Professionalism Matter in the IT Workforce? An Empirical Examination of IT Professionals,Journal of the Association for Information Systems
5208,Professional autonomy,Professional autonomy,"Michael Dinger, Jason B Thatcher, Darren Treadway, Lee Stepina, Jacob Breland",2015,Does Professionalism Matter in the IT Workforce? An Empirical Examination of IT Professionals,Journal of the Association for Information Systems
5209,Identification with professional organizations,Identification with Professional Organizations,"Michael Dinger, Jason B Thatcher, Darren Treadway, Lee Stepina, Jacob Breland",2015,Does Professionalism Matter in the IT Workforce? An Empirical Examination of IT Professionals,Journal of the Association for Information Systems
5210,Professional reward system,Professional Reward System,"Michael Dinger, Jason B Thatcher, Darren Treadway, Lee Stepina, Jacob Breland",2015,Does Professionalism Matter in the IT Workforce? An Empirical Examination of IT Professionals,Journal of the Association for Information Systems
5211,Perceived job alternatives,Perceived Job Alternatives,"Michael Dinger, Jason B Thatcher, Darren Treadway, Lee Stepina, Jacob Breland",2015,Does Professionalism Matter in the IT Workforce? An Empirical Examination of IT Professionals,Journal of the Association for Information Systems
5212,Intrinsic motivation,Intrinsic Motivation,"Michael Dinger, Jason B Thatcher, Darren Treadway, Lee Stepina, Jacob Breland",2015,Does Professionalism Matter in the IT Workforce? An Empirical Examination of IT Professionals,Journal of the Association for Information Systems
5213,Motivating potential score,Motivating Potential Score,"Michael Dinger, Jason B Thatcher, Darren Treadway, Lee Stepina, Jacob Breland",2015,Does Professionalism Matter in the IT Workforce? An Empirical Examination of IT Professionals,Journal of the Association for Information Systems
5214,Job satisfaction,Job satisfaction,"Michael Dinger, Jason B Thatcher, Darren Treadway, Lee Stepina, Jacob Breland",2015,Does Professionalism Matter in the IT Workforce? An Empirical Examination of IT Professionals,Journal of the Association for Information Systems
5215,Affective commitment,Affective Commitment,"Michael Dinger, Jason B Thatcher, Darren Treadway, Lee Stepina, Jacob Breland",2015,Does Professionalism Matter in the IT Workforce? An Empirical Examination of IT Professionals,Journal of the Association for Information Systems
5216,Turnover intention,Turnover intention,"Michael Dinger, Jason B Thatcher, Darren Treadway, Lee Stepina, Jacob Breland",2015,Does Professionalism Matter in the IT Workforce? An Empirical Examination of IT Professionals,Journal of the Association for Information Systems
5217,Performance,Job Performance,"Michael Dinger, Jason B Thatcher, Darren Treadway, Lee Stepina, Jacob Breland",2015,Does Professionalism Matter in the IT Workforce? An Empirical Examination of IT Professionals,Journal of the Association for Information Systems
5218,Turnover,Turnover,"Michael Dinger, Jason B Thatcher, Darren Treadway, Lee Stepina, Jacob Breland",2015,Does Professionalism Matter in the IT Workforce? An Empirical Examination of IT Professionals,Journal of the Association for Information Systems
5220,Self-Reflection Learning,Self-Reflection Learning,"Chao-Min Chiu, Yu-Hui Fang, Eric T.G. Wang",2015,Building Community Citizenship Behaviors: The Relative Role of Attachment and Satisfaction,Journal of the Association for Information Systems
5221,Knowledge Sharing Efficacy,Knowledge Sharing Efficacy,"Chao-Min Chiu, Yu-Hui Fang, Eric T.G. Wang",2015,Building Community Citizenship Behaviors: The Relative Role of Attachment and Satisfaction,Journal of the Association for Information Systems
5222,Solitary Playfulness,Solitary Playfulness,"Chao-Min Chiu, Yu-Hui Fang, Eric T.G. Wang",2015,Building Community Citizenship Behaviors: The Relative Role of Attachment and Satisfaction,Journal of the Association for Information Systems
5223,Social Playfulness,Social Playfulness,"Chao-Min Chiu, Yu-Hui Fang, Eric T.G. Wang",2015,Building Community Citizenship Behaviors: The Relative Role of Attachment and Satisfaction,Journal of the Association for Information Systems
5224,Self-Esteem Enhancement,Self Esteem Enhancement,"Chao-Min Chiu, Yu-Hui Fang, Eric T.G. Wang",2015,Building Community Citizenship Behaviors: The Relative Role of Attachment and Satisfaction,Journal of the Association for Information Systems
5225,Social-Enhancement,Social Enhancement,"Chao-Min Chiu, Yu-Hui Fang, Eric T.G. Wang",2015,Building Community Citizenship Behaviors: The Relative Role of Attachment and Satisfaction,Journal of the Association for Information Systems
5226,Enabling the Self,Enabling the Self,"Chao-Min Chiu, Yu-Hui Fang, Eric T.G. Wang",2015,Building Community Citizenship Behaviors: The Relative Role of Attachment and Satisfaction,Journal of the Association for Information Systems
5227,Gratifying the self,Gratifying the Self,"Chao-Min Chiu, Yu-Hui Fang, Eric T.G. Wang",2015,Building Community Citizenship Behaviors: The Relative Role of Attachment and Satisfaction,Journal of the Association for Information Systems
5228,Enriching the self,Enriching the Self,"Chao-Min Chiu, Yu-Hui Fang, Eric T.G. Wang",2015,Building Community Citizenship Behaviors: The Relative Role of Attachment and Satisfaction,Journal of the Association for Information Systems
5229,Virtual Communities Attachment,Virtual Communities Attachment,"Chao-Min Chiu, Yu-Hui Fang, Eric T.G. Wang",2015,Building Community Citizenship Behaviors: The Relative Role of Attachment and Satisfaction,Journal of the Association for Information Systems
5230,Satisfaction,Satisfaction,"Chao-Min Chiu, Yu-Hui Fang, Eric T.G. Wang",2015,Building Community Citizenship Behaviors: The Relative Role of Attachment and Satisfaction,Journal of the Association for Information Systems
5231,virtual community citizenship behavior directed toward the virtual community (VCCBC),Virtual Community Citizenship Behavior Directed Toward the Virtual [truncated],"Chao-Min Chiu, Yu-Hui Fang, Eric T.G. Wang",2015,Building Community Citizenship Behaviors: The Relative Role of Attachment and Satisfaction,Journal of the Association for Information Systems
5232,virtual community citizenship behavior directed toward individuals (VCCBI),Virtual Community Citizenship Behavior Directed Toward Individuals,"Chao-Min Chiu, Yu-Hui Fang, Eric T.G. Wang",2015,Building Community Citizenship Behaviors: The Relative Role of Attachment and Satisfaction,Journal of the Association for Information Systems
5233,Personal Innovativeness,Personal Innovativeness,"Paul Benjamin Lowry, Anthony Vance, Greg Moody, Bryan Beckman, Aaron Read",2008,Explaining and Predicting the Impact of Branding Alliances and Web Site Quality on Initial Consumer Trust of E-Commerce Web Sites,Journal of Management Information Systems
